gcf_id	group	subgroup	genus	species_strain
GCF_002192095.1_ASM219209v1	Proteobacteria	Alphaproteobacteria	Brucella	melitensis
GCF_002192155.1_ASM219215v1	Proteobacteria	Alphaproteobacteria	Brucella	melitensis
GCF_002192215.1_ASM219221v1	Terrabacteria group	Firmicutes	Lactobacillus	casei
GCF_002192235.1_ASM219223v1	Terrabacteria group	Firmicutes	Bacillus	velezensis
GCF_002192255.1_ASM219225v1	Proteobacteria	Gammaproteobacteria	Stenotrophomonas	sp._WZN-1
GCF_002192275.1_ASM219227v1	Proteobacteria	Gammaproteobacteria	Escherichia	coli
GCF_002192295.1_ASM219229v1	Proteobacteria	Gammaproteobacteria	Escherichia	coli
GCF_002192315.1_ASM219231v1	Proteobacteria	Gammaproteobacteria	Klebsiella	pneumoniae
GCF_002192335.1_ASM219233v1	Proteobacteria	Gammaproteobacteria	Klebsiella	pneumoniae
GCF_002192355.1_ASM219235v1	Proteobacteria	Gammaproteobacteria	Enterobacter	cloacae
GCF_002192375.1_ASM219237v1	Proteobacteria	Gammaproteobacteria	Klebsiella	pneumoniae
GCF_002192395.1_ASM219239v1	Proteobacteria	Gammaproteobacteria	Enterobacter	cloacae
GCF_002192415.1_ASM219241v1	Terrabacteria group	Firmicutes	Paenibacillus	donghaensis
GCF_002192435.1_ASM219243v1	Terrabacteria group	Firmicutes	Lactobacillus	fermentum
GCF_002192455.1_ASM219245v1	Terrabacteria group	Actinobacteria	Streptomyces	albireticuli
GCF_002192475.1_ASM219247v1	Proteobacteria	Gammaproteobacteria	Pseudomonas	aeruginosa
GCF_002192495.1_ASM219249v1	Proteobacteria	Gammaproteobacteria	Pseudomonas	aeruginosa
GCF_002192515.1_ASM219251v1	Terrabacteria group	Firmicutes	Bacillus	thuringiensis
GCF_002192595.1_ASM219259v1	Proteobacteria	Gammaproteobacteria	Yersinia	ruckeri
GCF_002193095.1_ASM219309v1	Proteobacteria	Gammaproteobacteria	Escherichia	coli
GCF_002196475.1_ASM219647v1	Proteobacteria	Gammaproteobacteria	Escherichia	coli
GCF_002196495.1_ASM219649v1	Proteobacteria	Gammaproteobacteria	Escherichia	coli
GCF_002196515.1_ASM219651v1	Proteobacteria	Gammaproteobacteria	Vibrio	gazogenes
GCF_002196535.1_ASM219653v1	Proteobacteria	Gammaproteobacteria	Salmonella	enterica_subsp._enterica_serovar_Minnesota
GCF_002196555.1_ASM219655v1	FCB group	Bacteroidetes/Chlorobi group	Sphingobacterium	sp._G1-14
GCF_002197025.1_ASM219702v1	Proteobacteria	Alphaproteobacteria	Sinorhizobium	meliloti
GCF_002197045.1_ASM219704v1	Proteobacteria	Alphaproteobacteria	Sinorhizobium	meliloti
GCF_002197065.1_ASM219706v1	Proteobacteria	Alphaproteobacteria	Sinorhizobium	meliloti
GCF_002197105.1_ASM219710v1	Proteobacteria	Alphaproteobacteria	Sinorhizobium	meliloti
GCF_002197125.1_ASM219712v1	Proteobacteria	Alphaproteobacteria	Sinorhizobium	meliloti
GCF_002197145.1_ASM219714v1	Proteobacteria	Alphaproteobacteria	Sinorhizobium	meliloti
GCF_002197165.1_ASM219716v1	Proteobacteria	Alphaproteobacteria	Sinorhizobium	meliloti
GCF_002197205.1_ASM219720v1	Terrabacteria group	Firmicutes	Streptococcus	agalactiae
GCF_002197225.1_ASM219722v1	Proteobacteria	Gammaproteobacteria	Klebsiella	pneumoniae
GCF_002197245.1_ASM219724v1	Terrabacteria group	Firmicutes	Streptococcus	agalactiae
GCF_002197265.1_ASM219726v1	Terrabacteria group	Firmicutes	Streptococcus	agalactiae
GCF_002197285.1_ASM219728v1	Terrabacteria group	Firmicutes	Streptococcus	agalactiae
GCF_002197305.1_ASM219730v1	Terrabacteria group	Firmicutes	Streptococcus	agalactiae
GCF_002197325.1_ASM219732v1	Terrabacteria group	Firmicutes	Streptococcus	agalactiae
GCF_002197345.1_ASM219734v1	Proteobacteria	Gammaproteobacteria	Enterobacter	cloacae
GCF_002197365.1_ASM219736v1	Terrabacteria group	Firmicutes	Streptococcus	agalactiae
GCF_002197385.1_ASM219738v1	Terrabacteria group	Firmicutes	Streptococcus	agalactiae
GCF_002197405.1_ASM219740v1	Proteobacteria	Gammaproteobacteria	Proteus	mirabilis
GCF_002197425.1_ASM219742v1	Terrabacteria group	Firmicutes	Streptococcus	agalactiae
GCF_002197445.1_ASM219744v1	Proteobacteria	Alphaproteobacteria	Sinorhizobium	meliloti
GCF_002197465.1_ASM219746v1	Proteobacteria	Alphaproteobacteria	Sinorhizobium	meliloti
GCF_002197485.1_ASM219748v1	Terrabacteria group	Firmicutes	Anoxybacillus	flavithermus
GCF_002197505.1_ASM219750v1	Proteobacteria	Gammaproteobacteria	Klebsiella	pneumoniae
GCF_002197645.1_ASM219764v1	Terrabacteria group	Firmicutes	Enterococcus	wangshanyuanii
GCF_002201795.1_ASM220179v1	FCB group	Bacteroidetes/Chlorobi group	Alkalitalea	saponilacus
GCF_002201815.1_ASM220181v1	Proteobacteria	Gammaproteobacteria	Enterobacter	cloacae
GCF_002201835.1_ASM220183v1	Proteobacteria	Gammaproteobacteria	Escherichia	coli
GCF_002201855.1_ASM220185v1	Proteobacteria	Gammaproteobacteria	Salmonella	enterica_subsp._enterica
GCF_002201875.1_ASM220187v1	Terrabacteria group	Firmicutes	Bacillus	sp._MD-5
GCF_002201955.1_ASM220195v1	Terrabacteria group	Firmicutes	Bacillus	subtilis_subsp._subtilis
GCF_002201995.1_ASM220199v1	Terrabacteria group	Firmicutes	Bacillus	subtilis_subsp._subtilis
GCF_002202015.1_ASM220201v1	Terrabacteria group	Firmicutes	Bacillus	sonorensis
GCF_002202035.1_ASM220203v1	Terrabacteria group	Firmicutes	Bacillus	subtilis_subsp._subtilis
GCF_002202055.1_ASM220205v1	Terrabacteria group	Firmicutes	Bacillus	subtilis
GCF_002202075.1_ASM220207v1	Terrabacteria group	Firmicutes	Staphylococcus	aureus
GCF_002202095.1_ASM220209v1	Terrabacteria group	Firmicutes	Staphylococcus	aureus
GCF_002202135.1_ASM220213v1	Proteobacteria	Alphaproteobacteria	Acetobacter	pasteurianus_subsp._pasteurianus
GCF_002202155.1_ASM220215v1	Terrabacteria group	Firmicutes	Pediococcus	pentosaceus
GCF_002202175.1_ASM220217v1	Proteobacteria	Gammaproteobacteria	Escherichia	coli
GCF_002202195.1_ASM220219v1	Proteobacteria	Gammaproteobacteria	Klebsiella	pneumoniae
GCF_002202215.1_ASM220221v1	Proteobacteria	Gammaproteobacteria	Klebsiella	pneumoniae
GCF_002202235.1_ASM220223v1	Proteobacteria	Gammaproteobacteria	Klebsiella	pneumoniae
GCF_002202255.1_ASM220225v1	Proteobacteria	Gammaproteobacteria	Klebsiella	pneumoniae
GCF_002202275.1_ASM220227v1	Proteobacteria	Gammaproteobacteria	Klebsiella	pneumoniae
GCF_002204555.1_ASM220455v1	Terrabacteria group	Firmicutes	Staphylococcus	aureus
GCF_002204575.1_ASM220457v1	Terrabacteria group	Firmicutes	Staphylococcus	aureus_subsp._aureus
GCF_002204775.1_ASM220477v1	Proteobacteria	Gammaproteobacteria	Enterobacter	cloacae
GCF_002204915.1_ASM220491v1	Proteobacteria	Gammaproteobacteria	Vibrio	vulnificus
GCF_002205315.1_ASM220531v1	Proteobacteria	Betaproteobacteria	Achromobacter	denitrificans
GCF_002205335.1_ASM220533v1	Proteobacteria	Gammaproteobacteria	Pseudomonas	aeruginosa
GCF_002205355.1_ASM220535v1	Proteobacteria	Gammaproteobacteria	Pseudomonas	aeruginosa
GCF_002205375.1_ASM220537v1	Proteobacteria	Gammaproteobacteria	Pseudomonas	aeruginosa
GCF_002205495.2_ASM220549v2	Terrabacteria group	Actinobacteria	Cryobacterium	sp._LW097
GCF_002205515.1_ASM220551v1	Terrabacteria group	Tenericutes	Ureaplasma	parvum
GCF_002205535.1_ASM220553v1	Terrabacteria group	Tenericutes	Ureaplasma	parvum
GCF_002205595.1_ASM220559v1	Terrabacteria group	Tenericutes	Ureaplasma	parvum
GCF_002205715.1_ASM220571v1	Terrabacteria group	Firmicutes	Bacillus	velezensis
GCF_002205735.1_ASM220573v1	Terrabacteria group	Tenericutes	Ureaplasma	parvum
GCF_002205755.1_ASM220575v1	PVC group	Chlamydiae	Chlamydia	abortus
GCF_002205775.2_ASM220577v2	Terrabacteria group	Firmicutes	Lactobacillus	plantarum
GCF_002208095.1_ASM220809v1	Proteobacteria	Gammaproteobacteria	Enterobacter	cloacae_complex_sp._ECNIH7
GCF_002208115.1_ASM220811v1	Proteobacteria	Oligoflexia	Bdellovibrio	bacteriovorus
GCF_002208135.1_ASM220813v1	Proteobacteria	Gammaproteobacteria	Pseudoalteromonas	piscicida
GCF_002208175.1_ASM220817v1	Proteobacteria	Betaproteobacteria	Burkholderia	gladioli_pv._gladioli
GCF_002208215.1_ASM220821v1	Terrabacteria group	Firmicutes	Listeria	monocytogenes
GCF_002208235.1_ASM220823v1	Terrabacteria group	Actinobacteria	Mycobacterium	tuberculosis
GCF_002208255.1_ASM220825v1	Proteobacteria	Gammaproteobacteria	Salmonella	enterica_subsp._enterica_serovar_Onderstepoort_str._SA20060086
GCF_002208315.1_ASM220831v1	Proteobacteria	Gammaproteobacteria	Salmonella	enterica_subsp._enterica_serovar_Quebec_str._S-1267
GCF_002208645.1_ASM220864v1	Proteobacteria	Gammaproteobacteria	Pseudomonas	aeruginosa
GCF_002208665.2_ASM220866v2	Proteobacteria	Gammaproteobacteria	[Haemophilus]	ducreyi
GCF_002208685.2_ASM220868v2	Terrabacteria group	Actinobacteria	Kocuria	rhizophila
GCF_002208705.2_ASM220870v2	Terrabacteria group	Actinobacteria	Mycobacterium	avium_subsp._paratuberculosis
GCF_002208725.2_ASM220872v2	FCB group	Bacteroidetes/Chlorobi group	Prevotella	melaninogenica
GCF_002208745.2_ASM220874v2	Proteobacteria	Gammaproteobacteria	Pseudomonas	protegens
GCF_002208765.2_ASM220876v2	Proteobacteria	Gammaproteobacteria	Psychrobacter	cryohalolentis
GCF_002208785.1_ASM220878v2	Terrabacteria group	Firmicutes	Bacillus	anthracis
GCF_002208805.2_ASM220880v2	Terrabacteria group	Firmicutes	Staphylococcus	pettenkoferi
GCF_002208825.2_ASM220882v2	Proteobacteria	Alphaproteobacteria	Brevundimonas	vesicularis
GCF_002208845.2_ASM220884v2	Proteobacteria	Gammaproteobacteria	Citrobacter	braakii
GCF_002208865.2_ASM220886v2	Proteobacteria	Gammaproteobacteria	Escherichia	coli_O157
GCF_002208885.2_ASM220888v2	Proteobacteria	Gammaproteobacteria	Stenotrophomonas	maltophilia
GCF_002208905.1_ASM220890v2	Terrabacteria group	Firmicutes	Staphylococcus	saprophyticus
GCF_002208925.2_ASM220892v2	FCB group	Bacteroidetes/Chlorobi group	Chryseobacterium	indologenes
GCF_002208945.1_ASM220894v2	Terrabacteria group	Firmicutes	Enterococcus	faecalis
GCF_002208965.1_ASM220896v2	Proteobacteria	Gammaproteobacteria	Salmonella	enterica
GCF_002208985.1_ASM220898v3	Proteobacteria	Gammaproteobacteria	Citrobacter	koseri
GCF_002209005.1_ASM220900v1	Proteobacteria	delta/epsilon subdivisions	Campylobacter	jejuni
GCF_002209025.1_ASM220902v1	Proteobacteria	delta/epsilon subdivisions	Campylobacter	jejuni
GCF_002209045.1_ASM220904v1	Proteobacteria	delta/epsilon subdivisions	Campylobacter	jejuni
GCF_002209065.1_ASM220906v1	Proteobacteria	delta/epsilon subdivisions	Campylobacter	jejuni
GCF_002209085.2_ASM220908v2	Proteobacteria	Betaproteobacteria	Burkholderia	cepacia
GCF_002209105.2_ASM220910v2	Proteobacteria	Gammaproteobacteria	Escherichia	coli_O104:H4
GCF_002209125.2_ASM220912v2	Terrabacteria group	Actinobacteria	Nocardia	brasiliensis
GCF_002209145.2_ASM220914v2	Terrabacteria group	Actinobacteria	Jonesia	denitrificans
GCF_002209165.2_ASM220916v2	Terrabacteria group	Firmicutes	Staphylococcus	sciuri
GCF_002209185.2_ASM220918v2	Terrabacteria group	Actinobacteria	Corynebacterium	jeikeium
GCF_002209205.2_ASM220920v2	Proteobacteria	Gammaproteobacteria	Salmonella	enterica
GCF_002209225.1_ASM220922v2	Proteobacteria	Gammaproteobacteria	Salmonella	enterica_subsp._enterica_serovar_Typhimurium
GCF_002209245.2_ASM220924v2	Proteobacteria	Gammaproteobacteria	Shewanella	sp._FDAARGOS_354
GCF_002209265.1_ASM220926v2	Terrabacteria group	Firmicutes	Staphylococcus	saprophyticus
GCF_002209305.1_ASM220930v1	Terrabacteria group	Firmicutes	Bacillus	amyloliquefaciens
GCF_002209325.1_ASM220932v1	Terrabacteria group	Firmicutes	Staphylococcus	aureus
GCF_002209385.1_ASM220938v1	Proteobacteria	Gammaproteobacteria	Methylovulum	psychrotolerans
GCF_002209405.1_ASM220940v1	Proteobacteria	Gammaproteobacteria	Klebsiella	pneumoniae
GCF_002209425.1_ASM220942v1	Terrabacteria group	Firmicutes	Halobacillus	halophilus
GCF_002209445.1_ASM220944v1	FCB group	Bacteroidetes/Chlorobi group	Capnocytophaga	endodontalis
GCF_002209725.2_ASM220972v2	Proteobacteria	Gammaproteobacteria	Vibrio	parahaemolyticus
GCF_002210025.1_ASM221002v1	Proteobacteria	Gammaproteobacteria	Salmonella	enterica_subsp._enterica_serovar_Typhimurium
GCF_002210065.1_ASM221006v1	Proteobacteria	Gammaproteobacteria	Acinetobacter	baumannii
GCF_002211505.1_ASM221150v1	Proteobacteria	Gammaproteobacteria	Vibrio	anguillarum
GCF_002211565.1_ASM221156v1	Proteobacteria	Gammaproteobacteria	Salmonella	enterica_subsp._enterica_serovar_Ouakam_str._SA20034636
GCF_002211585.1_ASM221158v1	Proteobacteria	Gammaproteobacteria	Salmonella	enterica_subsp._enterica_serovar_Macclesfield_str._S-1643
GCF_002211605.1_ASM221160v1	Fusobacteria	Fusobacteriia	Fusobacterium	nucleatum_subsp._nucleatum
GCF_002211625.1_ASM221162v1	Fusobacteria	Fusobacteriia	Fusobacterium	nucleatum_subsp._polymorphum
GCF_002211685.1_ASM221168v1	Proteobacteria	Gammaproteobacteria	Enterobacter	roggenkampii
GCF_002211705.1_ASM221170v1	Proteobacteria	Gammaproteobacteria	Citrobacter	freundii
GCF_002211725.1_ASM221172v1	Proteobacteria	Gammaproteobacteria	Escherichia	coli
GCF_002211765.1_ASM221176v1	Proteobacteria	Gammaproteobacteria	Idiomarina	piscisalsi
GCF_002211785.1_ASM221178v1	Proteobacteria	Gammaproteobacteria	Francisella	halioticida
GCF_002211825.1_ASM221182v1	Proteobacteria	Gammaproteobacteria	Salmonella	enterica_subsp._diarizonae_serovar_65:c:z_str._SA20044251
GCF_002211845.1_ASM221184v1	Proteobacteria	Gammaproteobacteria	Salmonella	enterica_subsp._enterica_serovar_Waycross
GCF_002211865.1_ASM221186v1	Proteobacteria	Gammaproteobacteria	Salmonella	enterica_subsp._salamae_serovar_55:k:z39_str._1315K
GCF_002211885.1_ASM221188v1	Terrabacteria group	Firmicutes	Lactobacillus	pentosus
GCF_002211905.1_ASM221190v1	Proteobacteria	Gammaproteobacteria	Klebsiella	pneumoniae
GCF_002211925.1_ASM221192v1	Proteobacteria	Gammaproteobacteria	Salmonella	bongori_serovar_66:z41:-_str._SA19983605
GCF_002211965.1_ASM221196v1	Proteobacteria	Gammaproteobacteria	Salmonella	enterica_subsp._diarizonae_serovar_50:k:z_str._MZ0080
GCF_002211985.1_ASM221198v1	Proteobacteria	Gammaproteobacteria	Vibrio	anguillarum
GCF_002212005.1_ASM221200v1	Proteobacteria	Gammaproteobacteria	Vibrio	anguillarum
GCF_002212025.1_ASM221202v1	Proteobacteria	Gammaproteobacteria	Vibrio	anguillarum
GCF_002213505.1_ASM221350v1	Terrabacteria group	Firmicutes	Listeria	monocytogenes_serotype_4b_str._02-6679
GCF_002213545.1_ASM221354v1	Terrabacteria group	Firmicutes	Listeria	monocytogenes_serotype_1/2a_str._02-5993
GCF_002213565.1_ASM221356v1	Terrabacteria group	Firmicutes	Listeria	monocytogenes_serotype_1/2a_str._04-5457
GCF_002213585.1_ASM221358v1	Terrabacteria group	Firmicutes	Listeria	monocytogenes_serotype_1/2a_str._08-6056
GCF_002213605.1_ASM221360v1	Terrabacteria group	Firmicutes	Listeria	monocytogenes_serotype_1/2a_str._08-7374
GCF_002213625.1_ASM221362v1	Terrabacteria group	Firmicutes	Listeria	monocytogenes_serotype_1/2a_str._08-7669
GCF_002213645.1_ASM221364v1	Terrabacteria group	Firmicutes	Listeria	monocytogenes_serotype_1/2a_str._10-1046
GCF_002213665.1_ASM221366v1	Terrabacteria group	Firmicutes	Listeria	monocytogenes_serotype_1/2a_str._10-1321
GCF_002213685.1_ASM221368v1	Terrabacteria group	Firmicutes	Listeria	monocytogenes_serotype_1/2a_str._95-0093
GCF_002213705.1_ASM221370v1	Terrabacteria group	Firmicutes	Listeria	monocytogenes_serotype_1/2a_str._98-2035
GCF_002213725.1_ASM221372v1	Terrabacteria group	Firmicutes	Listeria	monocytogenes_serotype_1/2a_str._99-6370
GCF_002213745.1_ASM221374v1	Terrabacteria group	Firmicutes	Listeria	monocytogenes_serotype_1/2c_str._10-5025
GCF_002213765.1_ASM221376v1	Terrabacteria group	Firmicutes	Listeria	monocytogenes_serotype_1/2c_str._10-5026
GCF_002213785.1_ASM221378v1	Terrabacteria group	Firmicutes	Listeria	monocytogenes_serotype_3c_str._10-5027
GCF_002213805.1_ASM221380v1	Terrabacteria group	Firmicutes	Listeria	monocytogenes_serotype_1/2a_str._10-4754
GCF_002213825.1_ASM221382v1	Terrabacteria group	Firmicutes	Listeria	monocytogenes_serotype_1/2a_str._10-4758
GCF_002213845.1_ASM221384v1	Terrabacteria group	Firmicutes	Listeria	monocytogenes_serotype_1/2a_str._10-0933
GCF_002213865.1_ASM221386v1	Terrabacteria group	Firmicutes	Listeria	monocytogenes_serotype_1/2a_str._10-0934
GCF_002213885.1_ASM221388v1	Terrabacteria group	Firmicutes	Listeria	monocytogenes_serotype_4b_str._02-1103
GCF_002213905.1_ASM221390v1	Terrabacteria group	Firmicutes	Listeria	monocytogenes_serotype_1/2a_str._10-5024
GCF_002213925.1_ASM221392v1	Terrabacteria group	Firmicutes	Listeria	monocytogenes_serotype_4b_str._02-1289
GCF_002213945.1_ASM221394v1	Terrabacteria group	Firmicutes	Listeria	monocytogenes_serotype_4b_str._02-1792
GCF_002213965.1_ASM221396v1	Terrabacteria group	Firmicutes	Listeria	monocytogenes_serotype_4b_str._02-6680
GCF_002213985.1_ASM221398v1	Terrabacteria group	Firmicutes	Listeria	monocytogenes_serotype_4b_str._81-0558
GCF_002214005.1_ASM221400v1	Terrabacteria group	Firmicutes	Listeria	monocytogenes_serotype_4b_str._81-0592
GCF_002214045.1_ASM221404v1	Terrabacteria group	Firmicutes	Listeria	monocytogenes_serotype_1/2a_str._10-0814
GCF_002214065.1_ASM221406v1	Terrabacteria group	Firmicutes	Listeria	monocytogenes_serotype_4b_str._10-0809
GCF_002214085.1_ASM221408v1	Terrabacteria group	Firmicutes	Listeria	monocytogenes_serotype_1/2b_str._10-0810
GCF_002214105.1_ASM221410v1	Terrabacteria group	Firmicutes	Listeria	monocytogenes_serotype_1/2b_str._10-0811
GCF_002214125.1_ASM221412v1	Terrabacteria group	Firmicutes	Listeria	monocytogenes_serotype_1/2a_str._10-0812
GCF_002214145.1_ASM221414v1	Terrabacteria group	Firmicutes	Listeria	monocytogenes_serotype_1/2a_str._10-0813
GCF_002214205.1_ASM221420v1	Proteobacteria	Gammaproteobacteria	Escherichia	coli
GCF_002214245.1_ASM221424v1	Proteobacteria	Gammaproteobacteria	Aeromonas	salmonicida
GCF_002214265.1_ASM221426v1	Proteobacteria	Gammaproteobacteria	Aeromonas	salmonicida
GCF_002214285.1_ASM221428v1	Proteobacteria	Alphaproteobacteria	Brucella	melitensis
GCF_002214305.1_ASM221430v1	Proteobacteria	Gammaproteobacteria	Aeromonas	salmonicida
GCF_002214345.1_ASM221434v1	Proteobacteria	Gammaproteobacteria	Vibrio	mediterranei
GCF_002214395.1_ASM221439v1	Proteobacteria	Gammaproteobacteria	Vibrio	rotiferianus
GCF_002214425.1_ASM221442v1	Terrabacteria group	Firmicutes	Streptococcus	agalactiae
GCF_002214445.1_ASM221444v1	Terrabacteria group	Tenericutes	Mycoplasma	hyosynoviae
GCF_002214625.1_ASM221462v2	Proteobacteria	Alphaproteobacteria	Anaplasma	ovis_str._Haibei
GCF_002214645.1_ASM221464v1	Proteobacteria	Betaproteobacteria	Diaphorobacter	polyhydroxybutyrativorans
GCF_002214665.1_ASM221466v1	Terrabacteria group	Firmicutes	Staphylococcus	aureus
GCF_002214705.1_ASM221470v1	Terrabacteria group	Firmicutes	Bacillus	cereus
GCF_002214725.1_ASM221472v1	Terrabacteria group	Firmicutes	Bacillus	cereus
GCF_002214745.2_ASM221474v2	Proteobacteria	Gammaproteobacteria	Escherichia	coli
GCF_002214765.1_ASM221476v1	Terrabacteria group	Firmicutes	Bacillus	cereus
GCF_002214785.1_ASM221478v1	Proteobacteria	delta/epsilon subdivisions	Campylobacter	jejuni
GCF_002214805.1_ASM221480v1	Spirochaetes	Spirochaetia	Brachyspira	hampsonii
GCF_002214825.1_ASM221482v1	Proteobacteria	Gammaproteobacteria	Raoultella	ornithinolytica
GCF_002215055.1_ASM221505v1	Proteobacteria	Betaproteobacteria	Laribacter	hongkongensis
GCF_002215075.1_ASM221507v1	Terrabacteria group	Firmicutes	Brevibacillus	formosus
GCF_002215095.1_ASM221509v1	Proteobacteria	Gammaproteobacteria	Escherichia	coli
GCF_002215135.1_ASM221513v1	Proteobacteria	Gammaproteobacteria	Vibrio	vulnificus
GCF_002215175.1_ASM221517v1	Terrabacteria group	Firmicutes	Bacillus	cereus
GCF_002215195.1_ASM221519v1	Proteobacteria	Alphaproteobacteria	Sinorhizobium	meliloti
GCF_002215215.1_ASM221521v1	Proteobacteria	Gammaproteobacteria	Granulosicoccus	antarcticus_IMCC3135
GCF_002215345.1_ASM221534v1	Proteobacteria	Gammaproteobacteria	Pseudomonas	aeruginosa
GCF_002215385.1_ASM221538v1	Proteobacteria	Gammaproteobacteria	Citrobacter	freundii
GCF_002215535.1_ASM221553v1	Terrabacteria group	Firmicutes	Staphylococcus	epidermidis
GCF_002215585.1_ASM221558v1	Proteobacteria	Gammaproteobacteria	Shewanella	marisflavi
GCF_002216065.1_ASM221606v1	FCB group	Bacteroidetes/Chlorobi group	Chryseobacterium	sp._T16E-39
GCF_002216085.1_ASM221608v1	Terrabacteria group	Firmicutes	Bacillus	subtilis
GCF_002216125.1_ASM221612v1	Terrabacteria group	Firmicutes	Bacillus	cereus
GCF_002216145.1_ASM221614v1	Proteobacteria	Betaproteobacteria	Neisseria	chenwenguii
GCF_002216685.1_ASM221668v1	Proteobacteria	Gammaproteobacteria	Vibrio	sp._2521-89
GCF_002216705.1_ASM221670v1	Terrabacteria group	Firmicutes	Enterococcus	mundtii
GCF_002216755.1_ASM221675v1	Terrabacteria group	Firmicutes	Bacillus	velezensis
GCF_002216775.1_ASM221677v1	Terrabacteria group	Firmicutes	Virgibacillus	phasianinus
GCF_002216795.1_ASM221679v1	Terrabacteria group	Actinobacteria	Brachybacterium	avium
GCF_002216815.1_ASM221681v1	Proteobacteria	Alphaproteobacteria	Candidatus	Liberibacter_asiaticus
GCF_002216835.1_ASM221683v1	Proteobacteria	Gammaproteobacteria	Klebsiella	michiganensis
GCF_002216855.1_ASM221685v1	Proteobacteria	Gammaproteobacteria	Paraphotobacterium	marinum
GCF_002216875.1_ASM221687v1	Proteobacteria	Gammaproteobacteria	Shewanella	bicestrii
GCF_002217795.2_ASM221779v2	Proteobacteria	Betaproteobacteria	Aquitalea	magnusonii
GCF_002218025.2_ASM221802v2	Proteobacteria	Gammaproteobacteria	Vibrio	casei
GCF_002218045.2_ASM221804v2	Proteobacteria	Gammaproteobacteria	Vibrio	rumoiensis
GCF_002218195.1_ASM221819v1	Proteobacteria	Alphaproteobacteria	Sphingorhabdus	sp._SMR4y
GCF_002218245.1_ASM221824v1	Proteobacteria	Gammaproteobacteria	Xanthomonas	citri_pv._vignicola
GCF_002218285.1_ASM221828v1	Proteobacteria	Gammaproteobacteria	Xanthomonas	citri_pv._vignicola
GCF_002219245.1_ASM221924v1	Terrabacteria group	Actinobacteria	Mycobacterium	chimaera
GCF_002219265.1_ASM221926v1	Terrabacteria group	Actinobacteria	Mycobacterium	chimaera
GCF_002219285.1_ASM221928v1	Terrabacteria group	Actinobacteria	Mycobacterium	chimaera
GCF_002220095.1_ASM222009v1	Proteobacteria	Alphaproteobacteria	Bosea	sp._AS-1
GCF_002220115.1_ASM222011v1	Terrabacteria group	Firmicutes	Streptococcus	iniae
GCF_002220135.1_ASM222013v1	Terrabacteria group	Actinobacteria	Corynebacterium	glutamicum
GCF_002220155.1_ASM222015v1	Proteobacteria	Gammaproteobacteria	Azotobacter	chroococcum
GCF_002220175.1_ASM222017v1	Terrabacteria group	Firmicutes	Lactobacillus	plantarum
GCF_002220195.1_ASM222019v1	Proteobacteria	Alphaproteobacteria	Acetobacter	oryzifermentans
GCF_002220215.1_ASM222021v1	Proteobacteria	Gammaproteobacteria	Escherichia	coli
GCF_002220265.1_ASM222026v1	Proteobacteria	Gammaproteobacteria	Escherichia	coli
GCF_002220285.1_ASM222028v1	Terrabacteria group	Firmicutes	Bacillus	cereus
GCF_002220325.1_ASM222032v1	Terrabacteria group	Firmicutes	Listeria	monocytogenes
GCF_002220345.1_ASM222034v1	Proteobacteria	Gammaproteobacteria	Salmonella	enterica_subsp._enterica_serovar_Enteritidis
GCF_002220465.1_ASM222046v1	Proteobacteria	Betaproteobacteria	Ralstonia	solanacearum
GCF_002220485.1_ASM222048v1	Terrabacteria group	Actinobacteria	Bifidobacterium	animalis
GCF_002220515.1_ASM222051v1	Proteobacteria	Gammaproteobacteria	Serratia	marcescens
GCF_002220535.1_ASM222053v1	Proteobacteria	Gammaproteobacteria	Serratia	marcescens
GCF_002220555.1_ASM222055v1	Proteobacteria	Gammaproteobacteria	Serratia	marcescens
GCF_002220575.1_ASM222057v1	Proteobacteria	Gammaproteobacteria	Serratia	marcescens
GCF_002220595.1_ASM222059v1	Proteobacteria	Gammaproteobacteria	Serratia	marcescens
GCF_002220615.1_ASM222061v1	Proteobacteria	Gammaproteobacteria	Serratia	marcescens
GCF_002220635.1_ASM222063v1	Proteobacteria	Gammaproteobacteria	Serratia	marcescens
GCF_002220655.1_ASM222065v1	Proteobacteria	Gammaproteobacteria	Serratia	marcescens
GCF_002220675.1_ASM222067v1	Proteobacteria	Gammaproteobacteria	Serratia	marcescens
GCF_002220695.1_ASM222069v1	Proteobacteria	Gammaproteobacteria	Serratia	marcescens
GCF_002220715.1_ASM222071v1	Proteobacteria	Gammaproteobacteria	Serratia	marcescens
GCF_002220735.1_ASM222073v1	Proteobacteria	delta/epsilon subdivisions	Campylobacter	sputorum_bv._faecalis_CCUG_20703
GCF_002220755.1_ASM222075v1	Proteobacteria	delta/epsilon subdivisions	Campylobacter	sputorum_bv._paraureolyticus_LMG_11764
GCF_002220775.1_ASM222077v1	Proteobacteria	delta/epsilon subdivisions	Campylobacter	sputorum
GCF_002220795.1_ASM222079v1	Proteobacteria	delta/epsilon subdivisions	Campylobacter	sputorum_bv._sputorum_RM3237
GCF_002220815.1_ASM222081v1	Terrabacteria group	Firmicutes	Lactobacillus	plantarum
GCF_002221505.1_ASM222150v1	Proteobacteria	Gammaproteobacteria	Pseudoalteromonas	nigrifaciens
GCF_002221525.1_ASM222152v1	Proteobacteria	Gammaproteobacteria	Pseudoalteromonas	espejiana_DSM_9414
GCF_002222555.1_ASM222255v1	Terrabacteria group	Firmicutes	Bacillus	thuringiensis
